//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2015 IGC-Network (R)
//# ---------------------------------------------------------
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// For Shops configuration and spawn refer to IGC_ShopList.xml

// ############################################
// -- Groups Legend
// ############################################
// ============================================
// -- 0 : NPC
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction
//	[G]	Description
// ============================================
// -- 1 : Multiple Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 2 : Single Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G] Description
// ============================================
// -- 3 : Golden Monster
// -- Fortune Pouch Event Multiple Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 4 : Event Monster (BC/DS/CC)
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G]	Description
// ============================================
// --  6 : Acheron Monsters
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X
//	[E] Y
//	[F] W
//	[G]	H
//	[H] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J]	PentagramAttribute (0 - No Elemental Attribute, 1 - Fire, 2 - Water, 3 - Earth, 4 - Wind, 5 - Darkness, 6 - Random)
//	[K] Description
// ------------------------------------------------------------------------------------------------------------------------------------------

// #######################################################################
// -- Golden Monster Event
// #######################################################################
// ----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]		[E]		[F]		[G]		[H]		[I]		[J]
// ----------------------------------------------------------------------
// -------------------------------------------------- Golden Monsters ---
3
	43		3	30	10		10		240		240		-1		2		// Golden Budge Dragon
	44		0	30	182		128		195		145		-1		2		// Golden Dragon
	53		0	30	185		132		185		132		-1		1		// Golden Titan (must be initialized before Golden Soldier)
	54		0	30	183		128		188		135		-1		2		// Golden Soldier
	55		0	30	132		83		132		83		-1		1		// Death King (must be initialized before Death Bone)
	56		0	30	132		83		138		90		-1		2		// Death Bone 
	78		0	30	10		10		240		240		-1		1		// Golden Goblin
	79		0	30	10		10		240		240		-1		2		// Golden Dragon
	80		0	30	185		132		185		132		-1		1		// Golden Lizard King
	81		0	30	132		83		132		83		-1		2		// Golden Vepar
	82		0	30	183		128		188		135		-1		1		// Golden Tantalos
	83		0	30	132		83		138		90		-1		2		// Golden Wheel
// ----------------------------------------------------------------------
	493		0	30	10		10		200		200		-1		1		// Golden Dark Knight
	494		0	30	10		10		200		200		-1		1		// The Golden Devil
	495		0	30	10		10		200		200		-1		1		// Golden Stone Monster
	496		0	30	10		10		200		200		-1		1		// Golden Crust
	497		0	30	10		10		200		200		-1		1		// Golden Satyr
	498		0	30	10		10		200		200		-1		1		// Golden Twin Tail
	499		0	30	10		10		200		200		-1		1		// Golden Iron Knight
	500		0	30	10		10		200		200		-1		1		// Golden EP
	501		0	30	10		10		200		200		-1		1		// Great Golden Dragon
	502		0	30	10		10		200		200		-1		1		// Golden Rabbit
end

// #######################################################################
// -- (1) Fortune Pouch Event - Kanturu Ruins
// -- (2) Fortune Pouch Event - Aida (1 ~ 2)
// -- (3) Fortune Pouch Event - Tarkan (1 ~ 2)
// -- (4) Fortune Pouch Event - Lost Tower (1 ~ 7)
// -- (5) Fortune Pouch Event - Atlans (1 ~ 3)
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]		[H]	[I]		[J]
// -----------------------------------------------------------------------
//3
//	365		37	30	1	1		255		255		-1	30		// Fortune Pouch (1)- 30
//	365		37	30	1	1		255		255		-1	50		// Fortune Pouch (1)- 50
//	365		33	30	1	1		255		255		-1	30		// Fortune Pouch (2)- 30
// 	365		33	30	1	1		255		255		-1	50		// Fortune Pouch (2)- 50
//	365		8	30	1	1		255		255		-1	30		// Fortune Pouch (3)- 30
//	365		8	30	1	1		255		255		-1	50		// Fortune Pouch (3)- 50
//	365		4	30	1	1		255		255		-1	30		// Fortune Pouch (4)- 30
//	365		4	30	1	1		255		255		-1	50		// Fortune Pouch (4)- 50
//	365		7	30	1	1		255		255		-1	30		// Fortune Pouch (5)- 30
//	365		7	30	1	1		255		255		-1	50		// Fortune Pouch (5)- 50
//end

// #######################################################################
// -- (1) Pouch of Blessing - Lost Tower (1 ~ 7)
// -- (2) Pouch of Blessing - Icarus
// -- (3) Pouch of Blessing - Kalima 5
// -- (4) Pouch of Blessing - Aida (1 ~ 2)
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]		[H]	[I]		[J]
// -----------------------------------------------------------------------
3
