//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2015 IGC-Network (R)
//# ---------------------------------------------------------
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// For Shops configuration and spawn refer to IGC_ShopList.xml

// ############################################
// -- Groups Legend
// ############################################
// ============================================
// -- 0 : NPC
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction
//	[G]	Description
// ============================================
// -- 1 : Multiple Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 2 : Single Monster Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G] Description
// ============================================
// -- 3 : Golden Monster
// -- Fortune Pouch Event Multiple Spawn
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X1 (Start Coordinate - must be lower than X2)
//	[E] Y1 (Start Coordinate - must be lower than Y2)
//	[F] X2 (End Coordinate - must be greater than X1)
//	[G]	Y2 (End Coordinate - must be greater than Y1)
//	[H] Direction (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J] Description
// ============================================
// -- 4 : Event Monster (BC/DS/CC)
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X Coordinate
//	[E] Y Coordinate
//	[F] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[G]	Description
// ============================================
// -- 5 : Imperial Fort Event Monsters
// ============================================
//  [A] MonsterID
//  [B] MapNumber
//  [C] Distance (Move Range)
//  [D] Coordinate X
//  [E] Coordinate Y
//  [F] Direction
//  [G] Zone
//  [H] Day
//  [I] Description
// ============================================
// --  6 : Acheron Monsters
// ============================================
//	[A] MonsterID
//	[B] MapNumber
//	[C] Distance (Move Range)
//	[D] X
//	[E] Y
//	[F] W
//	[G]	H
//	[H] Direction  (1: South-West, 2: South, 3: South-East, 4: East, 5: North-East, 6: North, 7: North-West, 8: West, -1: Random)
//	[I] Monster Count
//	[J]	PentagramAttribute (0 - No Elemental Attribute, 1 - Fire, 2 - Water, 3 - Earth, 4 - Wind, 5 - Darkness, 6 - Random)
//	[K] Description
// ------------------------------------------------------------------------------------------------------------------------------------------

// #######################################################################
// -- Map Number=30 ~ Valley of Loren
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]				
// -----------------------------------------------------------------------	
0										
//	216		30	0	176	212		1		// 
	217		30	0	167	195		7		// 
	218		30	0	184	195		7		// 
	216		30	0	176	212		1		// 
	220		30	0	139	101		3		// 
	224		30	0	86	61		1		// 
	224		30	0	99	61		1		// 
	223		30	0	179	214		1		// 
//	376		30	0	90	44		1		// NPC(376)_Pamela_the_Supplier (shop managed via IGC_ShopList.xml)
//	377		30	0	89	218		3		// NPC(377)_Angela the Supplier (shop managed via IGC_ShopList.xml)
end

// #######################################################################
// -- Map Number=31 ~ Land of Trials
// #######################################################################
// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]
// -----------------------------------------------------------------------
2										
	294		31	30	228	42		-1		// 
	294		31	30	182	31		-1		// 
	291		31	30	105	190		-1		// 
	294		31	30	185	15		-1		// 
	294		31	30	193	12		-1		// 
	292		31	30	98	175		-1		// 
	294		31	30	196	26		-1		// 
	294		31	30	202	12		-1		// 
	291		31	30	88	183		-1		// 
	294		31	30	214	14		-1		// 
	294		31	30	202	20		-1		// 
	294		31	30	206	28		-1		// 
	290		31	30	212	22		-1		// 
	294		31	30	221	17		-1		// 
	294		31	30	224	25		-1		// 
	294		31	30	228	31		-1		// 
	294		31	30	218	31		-1		// 
	294		31	30	211	39		-1		// 
	290		31	30	233	36		-1		// 
	294		31	30	235	45		-1		// 
	292		31	30	224	147		-1		// 
	291		31	30	225	141		-1		// 
	293		31	30	225	132		-1		// 
	293		31	30	224	124		-1		// 
	293		31	30	218	110		-1		// 
	293		31	30	219	119		-1		// 
	293		31	30	227	116		-1		// 
	290		31	30	228	109		-1		// 
	293		31	30	230	102		-1		// 
	293		31	30	222	98		-1		// 
	294		31	30	223	54		-1		// 
	290		31	30	204	61		-1		// 
	291		31	30	64	213		-1		// 
	291		31	30	48	207		-1		// 
	290		31	30	209	67		-1		// 
	290		31	30	218	65		-1		// 
	290		31	30	234	75		-1		// 
	290		31	30	234	66		-1		// 
	290		31	30	234	55		-1		// 
	291		31	30	18	173		-1		// 
	291		31	30	38	172		-1		// 
	291		31	30	28	185		-1		// 
	291		31	30	31	209		-1		// 
	291		31	30	40	231		-1		// 
	291		31	30	56	227		-1		// 
	291		31	30	81	221		-1		// 
	291		31	30	80	234		-1		// 
	290		31	30	231	95		-1		// 
	293		31	30	230	86		-1		// 
	290		31	30	222	87		-1		// 
	293		31	30	220	74		-1		// 
	290		31	30	226	63		-1		// 
	290		31	30	214	53		-1		// 
	290		31	30	223	39		-1		// 
	290		31	30	191	21		-1		// 
	292		31	30	37	222		-1		// 
	292		31	30	48	221		-1		// 
	292		31	30	72	232		-1		// 
	292		31	30	75	204		-1		// 
	292		31	30	27	174		-1		// 
	292		31	30	41	185		-1		// 
	291		31	30	52	188		-1		// 
	292		31	30	71	194		-1		// 
	292		31	30	92	225		-1		// 
	293		31	30	227	77		-1		// 
	292		31	30	97	200		-1		// 
end

// -----------------------------------------------------------------------
// 	[A]		[B]	[C]	[D]	[E]		[F]		[G]
// -----------------------------------------------------------------------									
2
	294		31	30	57	12		-1		// 
	294		31	30	62	11		-1		// 
	294		31	30	58	19		-1		// 
	294		31	30	67	17		-1		// 
	294		31	30	38	35		-1		// 
	294		31	30	59	40		-1		// 
	294		31	30	41	41		-1		// 
	294		31	30	50	37		-1		// 
	294		31	30	52	43		-1		// 
	294		31	30	72	39		-1		// 
	294		31	30	78	45		-1		// 
	294		31	30	72	50		-1		// 
	294		31	30	64	53		-1		// 
	294		31	30	93	35		-1		// 
	294		31	30	97	39		-1		// 
	294		31	30	103	36		-1		// 
	294		31	30	102	28		-1		// 
	294		31	30	53	52		-1		// 
	294		31	30	43	62		-1		// 
	294		31	30	127	36		-1		// 
	294		31	30	130	29		-1		// 
	294		31	30	137	29		-1		// 
	294		31	30	133	37		-1		// 
	294		31	30	132	46		-1		// 
	294		31	30	14	43		-1		// 
	294		31	30	143	37		-1		// 
	294		31	30	150	33		-1		// 
	294		31	30	163	37		-1		// 
	294		31	30	170	45		-1		// 
	294		31	30	143	56		-1		// 
	294		31	30	59	71		-1		// 
	294		31	30	73	69		-1		// 
	290		31	30	50	60		-1		// 
	290		31	30	54	65		-1		// 
	290		31	30	59	59		-1		// 
	290		31	30	82	74		-1		// 
	290		31	30	92	83		-1		// 
	290		31	30	94	92		-1		// 
	290		31	30	139	50		-1		// 
	290		31	30	157	34		-1		// 
	290		31	30	170	55		-1		// 
	290		31	30	172	62		-1		// 
	290		31	30	142	66		-1		// 
	290		31	30	153	59		-1		// 
	290		31	30	155	70		-1		// 
	290		31	30	162	61		-1		// 
	290		31	30	165	70		-1		// 
	290		31	30	170	74		-1		// 
	290		31	30	167	82		-1		// 
	290		31	30	156	89		-1		// 
	290		31	30	144	77		-1		// 
	290		31	30	87	77		-1		// 
	290		31	30	122	81		-1		// 
	293		31	30	63	134		-1		// 
	293		31	30	76	140		-1		// 
	293		31	30	70	149		-1		// 
	293		31	30	81	150		-1		// 
	293		31	30	58	124		-1		// 
	293		31	30	66	120		-1		// 
	293		31	30	71	113		-1		// 
